Query_ID	Doc_ID	Rank	Score
1	13	1	1.5426067729613409
1	875	2	1.3861979336240127
1	486	3	1.2549723605668022
1	202	4	1.01630888991955
1	184	5	0.9878707854627405
1	792	6	0.9664530816578233
1	746	7	0.8243400155459082
1	1250	8	0.6876444256844334
1	1111	9	0.6270999389254622
1	102	10	0.5537892087027559
1	12	11	0.5212080871045233
1	141	12	0.4949436745970255
1	51	13	0.4734967795610941
1	876	14	0.4603956502287436
1	1268	15	0.4347417309589722
1	429	16	0.4146812884614873
1	100	17	0.4107340555380402
1	914	18	0.41007309832650546
1	1144	19	0.3878020769620266
1	880	20	0.3809870051188508
1	747	21	0.34709880868676357
1	1089	22	0.34052909121777836
1	606	23	0.3394429210047756
1	327	24	0.3367199034817608
1	700	25	0.334709622299468
1	552	26	0.32889896942280544
1	47	27	0.32828919079179575
1	359	28	0.32236145200995736
1	945	29	0.3204631560664343
1	92	30	0.3153141108813738
1	883	31	0.31520087120766205
1	540	32	0.3142141799263115
1	1169	33	0.31053140507844723
1	1063	34	0.3102907214867126
1	203	35	0.3060695458177909
1	909	36	0.30604508822877247
1	349	37	0.30601216426878075
1	78	38	0.30600907778932
1	1147	39	0.30571565133844614
1	687	40	0.29910777476343253
1	1246	41	0.2896749045966053
1	643	42	0.2750208817604444
1	1362	43	0.2746510317291403
1	679	44	0.2734643090738833
1	1143	45	0.2695497272017387
1	316	46	0.2660166900190737
1	874	47	0.2658079407903087
1	1012	48	0.2657525071339425
1	209	49	0.2602479662037788
1	593	50	0.2506122618828659
1	154	51	0.249652971561821
1	1314	52	0.24840247159209308
1	725	53	0.24803719891098264
1	285	54	0.24447301020366005
1	52	55	0.24310613593045338
1	280	56	0.24240023660017251
1	571	57	0.2345529638282127
1	430	58	0.22937182561722713
1	394	59	0.22883707405105366
1	686	60	0.22611208680129277
1	309	61	0.2227475023096007
1	204	62	0.2224681168015341
1	435	63	0.21955569524356894
1	810	64	0.2165407632193207
1	253	65	0.21631685551855584
1	630	66	0.2067059102846387
1	1328	67	0.20331801750905737
1	497	68	0.20263517540851025
1	781	69	0.19949357669643902
1	740	70	0.19876452815017243
1	1303	71	0.19350054231610622
1	911	72	0.19289562613327285
1	663	73	0.19215951391091168
1	1197	74	0.18659860176963725
1	391	75	0.1861548256544437
1	302	76	0.18497422105739603
1	1098	77	0.1832119393581728
1	59	78	0.18146749650929703
1	57	79	0.18059165253616585
1	1380	80	0.1797414752332494
1	66	81	0.17939685520900445
1	1315	82	0.17911306590187748
1	685	83	0.17855631236988057
1	252	84	0.17838947473289732
1	666	85	0.17698585996784694
1	670	86	0.1766444100486265
1	1140	87	0.17626730841914537
1	56	88	0.1758009987804668
