Query_ID	Doc_ID	Rank	Score
1	875	1	1.259047696419937
1	13	2	1.048247487878104
1	202	3	1.0217608329072836
1	486	4	1.0169881690938636
1	184	5	0.899548292996177
1	792	6	0.8180301519267272
1	746	7	0.7664398420559807
1	879	8	0.687340410032684
1	51	9	0.6000218652875939
1	1149	10	0.5801407944376952
1	1250	11	0.5729616259691405
1	359	12	0.5678990622404086
1	1340	13	0.538247429816378
1	1389	14	0.5349472669434203
1	1111	15	0.514256051936675
1	102	16	0.49399879980634964
1	12	17	0.44936715283504397
1	817	18	0.4359414350691878
1	141	19	0.4231694133160888
1	876	20	0.4110405148470974
1	100	21	0.41027785571321734
1	606	22	0.4089394282114842
1	914	23	0.40781872409319364
1	747	24	0.4064944378165335
1	1128	25	0.40374752261937835
1	874	26	0.38763500444111954
1	584	27	0.3664999416435907
1	316	28	0.36372000654572634
1	435	29	0.3584102049043249
1	1147	30	0.35821352454103217
1	800	31	0.35663225965369905
1	429	32	0.34633312085474005
1	1144	33	0.3463293826875956
1	1089	34	0.3398694026908815
1	878	35	0.3318324531586742
1	1328	36	0.33092876613686667
1	571	37	0.3302715290330912
1	253	38	0.32867708641243903
1	47	39	0.32828919079179575
1	1303	40	0.3280561840815601
1	663	41	0.3268187474162807
1	585	42	0.32560822311662874
1	168	43	0.3210508884398036
1	142	44	0.3183113224727653
1	315	45	0.3177488212068138
1	552	46	0.31540721734442445
1	78	47	0.3149973489077549
1	883	48	0.3149634399351975
1	880	49	0.31372960762079105
1	391	50	0.31315672266260264
1	1169	51	0.3072948355632466
1	909	52	0.30528806098323313
1	303	53	0.3037073323177636
1	438	54	0.30268400253328387
1	1050	55	0.3019437547311514
1	436	56	0.30106578719824356
1	1380	57	0.29505969470523064
1	687	58	0.2922628561710446
1	56	59	0.29002686950966905
1	563	60	0.28989902677086127
1	1268	61	0.28945672559561686
1	215	62	0.2879593811753233
1	1263	63	0.2876578419751349
1	700	64	0.28332608252707703
1	11	65	0.28277958658213465
1	252	66	0.27818071638059944
1	193	67	0.2763330236735436
1	378	68	0.27253246505900763
1	92	69	0.2703322649975176
1	399	70	0.27008197456694405
1	540	71	0.26794250194791014
1	327	72	0.2674639885159769
1	144	73	0.2670416749514467
1	945	74	0.2664457304911371
1	665	75	0.2663255611106285
1	209	76	0.2658121097294298
1	1012	77	0.2649127926188163
1	203	78	0.25968796181520243
1	62	79	0.2587661719288532
1	349	80	0.25828561184322113
1	925	81	0.258072471194362
1	1143	82	0.25797217753915513
1	1063	83	0.2561158765069586
1	959	84	0.254621082370981
1	29	85	0.2535796668324987
1	437	86	0.24945777129005126
1	1246	87	0.24907229818422202
1	101	88	0.24827434409080196
1	725	89	0.24803719891098264
1	1314	90	0.24342233952092726
1	666	91	0.2433035446905666
1	593	92	0.2431780871997495
1	160	93	0.24154054773193454
1	285	94	0.2397662833855678
1	670	95	0.2376726020569623
1	398	96	0.23604658631276457
1	554	97	0.23220955417964934
